,limite,cuenta_corriente,escolaridad,estado_civil,edad,valor_factura,valor_pago,moroso,iu,rango_edad
1420,69253,Si,1.Colegio,Soltero/a,26,298.089,298.089,0,0.004304347826086957,20-30
1421,6022,No,1.Colegio,Soltero/a,50,343.254,343.254,0,0.057,40-50
1422,150550,Si,3.Pos-graduacion,Casado/a,35,10897.7123,753.9544,0,0.07238599999999999,30-40
1423,24088,Si,1.Colegio,Soltero/a,40,12079.5298,752.75,0,0.501475,30-40
1424,69253,No,2.Universidad,Casado/a,29,18141.275,1505.5,0,0.2619565217391305,20-30
1425,58437,Si,2.Universidad,Soltero/a,24,7519.6714,7519.6714,0,0.12867996988209526,20-30
1426,15055,Si,2.Universidad,Soltero/a,49,11381.2789,602.2,0,0.75598,40-50
1427,42154,No,2.Universidad,Soltero/a,34,39331.1875,2531.6488,0,0.9330357142857143,30-40
1428,15055,No,2.Universidad,Soltero/a,42,11962.4019,630.5034,0,0.7945800000000001,40-50
1429,54198,No,1.Colegio,Soltero/a,28,40257.6722,1827.677,0,0.7427888888888889,20-30
1430,174638,No,1.Colegio,Casado/a,67,141792.5065,7739.4744,0,0.8119224137931034,50+
1431,93341,Si,3.Pos-graduacion,Casado/a,43,566.3691,566.3691,0,0.006067741935483871,40-50
1432,54198,Si,3.Pos-graduacion,Soltero/a,43,2061.6317,2061.6317,0,0.038038888888888886,40-50
1433,18066,Si,3.Pos-graduacion,Soltero/a,24,4878.7233,602.2,0,0.27004999999999996,20-30
1434,12044,Si,1.Colegio,Casado/a,59,4598.0981,473.6303,0,0.38177500000000003,50+
1435,42154,Si,2.Universidad,Casado/a,34,37928.0615,2469.02,0,0.89975,30-40
1436,66242,No,2.Universidad,Casado/a,32,2495.5168,2495.5168,0,0.03767272727272727,30-40
1437,3011,No,2.Universidad,Soltero/a,22,2628.0008,348.6738,0,0.8727999999999999,20-30
1438,6022,No,3.Pos-graduacion,Casado/a,52,117.429,117.429,0,0.0195,50+
1439,15055,Si,3.Pos-graduacion,Soltero/a,23,4754.369,391.43,0,0.31579999999999997,20-30
1440,15055,Si,2.Universidad,Soltero/a,33,8667.7657,447.7357,0,0.57574,30-40
1441,96352,Si,2.Universidad,Soltero/a,35,30282.2292,1171.5801,0,0.3142875,30-40
1442,6022,No,2.Universidad,Soltero/a,34,460.683,460.683,0,0.0765,30-40
1443,15055,No,2.Universidad,Casado/a,40,14747.2758,613.3407,0,0.97956,30-40
1444,102374,No,3.Pos-graduacion,Casado/a,49,316.7572,316.7572,0,0.0030941176470588236,40-50
1445,12044,Si,2.Universidad,Soltero/a,26,9834.8293,602.2,0,0.8165749999999999,20-30
1446,45165,No,3.Pos-graduacion,Casado/a,51,41630.086,3884.19,0,0.9217333333333334,50+
1447,6022,Si,2.Universidad,Soltero/a,40,5328.2656,0.0,1,0.8847999999999999,30-40
1448,6022,Si,2.Universidad,Soltero/a,22,1619.0147,0.0,1,0.26885,20-30
1449,60220,No,2.Universidad,Casado/a,42,20987.2722,1204.4,0,0.34851,40-50
1450,24088,Si,1.Colegio,Casado/a,35,15180.8598,593.167,0,0.630225,30-40
1451,69253,Si,2.Universidad,Casado/a,38,2918.2612,410.7004,0,0.04213913043478261,30-40
1452,57209,Si,2.Universidad,Soltero/a,31,46739.1508,3011.0,0,0.8169894736842106,30-40
1453,78286,No,1.Colegio,Casado/a,36,46308.8789,2235.6675,0,0.5915346153846154,30-40
1454,30110,Si,3.Pos-graduacion,Casado/a,39,16602.3529,16602.3529,0,0.55139,30-40
1455,42154,No,2.Universidad,Soltero/a,41,25141.2478,1205.0022,0,0.5964142857142858,40-50
1456,6022,Si,2.Universidad,Casado/a,42,3957.3573,368.8475,0,0.65715,40-50
1457,24088,No,2.Universidad,Soltero/a,30,19315.2639,917.1506,0,0.8018625,20-30
1458,108396,No,3.Pos-graduacion,Soltero/a,32,93332.5692,3780.9127,0,0.8610333333333333,30-40
1459,21077,No,2.Universidad,Soltero/a,31,14221.5552,662.42,0,0.6747428571428572,30-40
1460,150550,Si,3.Pos-graduacion,Casado/a,39,108410.1517,4516.5,0,0.720094,30-40
1461,96352,Si,2.Universidad,Soltero/a,30,125.2576,125.2576,0,0.0013,20-30
1462,150550,Si,3.Pos-graduacion,Casado/a,34,18345.1197,9035.1077,0,0.12185399999999999,30-40
1463,15055,Si,3.Pos-graduacion,Soltero/a,25,241.1811,241.1811,0,0.01602,20-30
1464,36132,Si,2.Universidad,Casado/a,39,9714.6904,470.3182,0,0.26886666666666664,30-40
1465,75275,Si,3.Pos-graduacion,Soltero/a,32,9262.4382,1505.5,0,0.123048,30-40
1466,54198,Si,2.Universidad,Casado/a,39,17511.6749,752.75,0,0.3231055555555556,30-40
1467,3011,Si,2.Universidad,Soltero/a,22,196.9194,196.9194,0,0.0654,20-30
1468,60220,Si,1.Colegio,Casado/a,53,27685.5428,15749.3366,0,0.45974,50+
1469,36132,Si,3.Pos-graduacion,Soltero/a,29,114.418,114.418,0,0.003166666666666667,20-30
1470,69253,No,2.Universidad,Casado/a,38,98.1586,98.1586,0,0.0014173913043478263,30-40
1471,15055,Si,2.Universidad,Soltero/a,28,8879.7401,449.2412,0,0.58982,20-30
1472,33121,No,2.Universidad,Soltero/a,26,17048.282,0.0,1,0.5147272727272727,20-30
1473,36132,Si,3.Pos-graduacion,Soltero/a,25,3191.3589,1505.5,0,0.088325,20-30
1474,63231,Si,2.Universidad,Casado/a,40,13295.3716,558.8416,0,0.21026666666666669,30-40
1475,9033,No,2.Universidad,Casado/a,47,4402.082,0.0,1,0.4873333333333334,40-50
1476,42154,Si,2.Universidad,Soltero/a,42,118.9345,118.9345,0,0.0028214285714285715,40-50
1477,39143,No,1.Colegio,Casado/a,46,7815.3516,30.11,0,0.19966153846153847,40-50
1478,24088,Si,2.Universidad,Soltero/a,30,1851.1628,0.0,1,0.07685,20-30
1479,15055,Si,1.Colegio,Casado/a,51,14466.9517,1204.4,0,0.96094,50+
1480,30110,No,3.Pos-graduacion,Casado/a,35,5450.5122,394.441,0,0.18102000000000001,30-40
1481,66242,No,2.Universidad,Casado/a,48,13750.9359,13750.9359,0,0.20758636363636365,40-50
1482,78286,Si,2.Universidad,Casado/a,28,214.0821,214.0821,0,0.0027346153846153844,20-30
1483,96352,No,3.Pos-graduacion,Soltero/a,40,92721.6373,6022.0,0,0.962321875,30-40
1484,24088,Si,2.Universidad,Casado/a,30,2367.8504,903.3,0,0.0983,20-30
1485,42154,No,3.Pos-graduacion,Soltero/a,55,20173.0978,843.08,0,0.47855714285714285,50+
1486,54198,No,2.Universidad,Casado/a,26,41800.2075,1152.0086,0,0.77125,20-30
1487,24088,No,3.Pos-graduacion,Soltero/a,33,23406.9118,1234.51,0,0.9717250000000001,30-40
1488,9033,No,1.Colegio,Casado/a,50,7296.2552,506.1491,0,0.8077333333333333,40-50
1489,36132,Si,2.Universidad,Casado/a,26,3442.4763,3442.4763,0,0.095275,20-30
1490,36132,Si,2.Universidad,Soltero/a,29,25246.3317,1204.4,0,0.6987249999999999,20-30
1491,6022,No,2.Universidad,Casado/a,29,3528.2898,3528.2898,0,0.5859,20-30
1492,15055,No,2.Universidad,Soltero/a,40,4471.6361,903.3,0,0.29702,30-40
1493,75275,No,2.Universidad,Casado/a,50,117.429,117.429,0,0.00156,40-50
1494,78286,No,3.Pos-graduacion,Soltero/a,37,32698.2556,1505.5,0,0.41767692307692306,30-40
1495,54198,Si,3.Pos-graduacion,Soltero/a,27,295.078,0.0,1,0.005444444444444444,20-30
1496,45165,No,2.Universidad,Casado/a,55,23637.8555,1144.18,0,0.5233666666666666,50+
1497,78286,No,3.Pos-graduacion,Soltero/a,34,962.9178,962.9178,0,0.0123,30-40
1498,6022,No,2.Universidad,Casado/a,44,864.7592,864.7592,0,0.1436,40-50
1499,183671,No,3.Pos-graduacion,Soltero/a,31,97022.8508,97022.8508,0,0.5282426229508197,30-40
